Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
Maryland,"Agriculture, forestry, fishing and hunting(660)",Equally male/female,Total,White,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,"Agriculture, forestry, fishing and hunting(660)",Total,Non-Hispanic,White,Nonveteran,2019,451,R,1888,83425,64.5
Maryland,"Agriculture, forestry, fishing and hunting(660)",Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Agriculture, forestry, fishing and hunting(660)",Male,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Agriculture, forestry, fishing and hunting(660)",Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Agriculture, forestry, fishing and hunting(660)",Total,Total,Minority,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Agriculture, forestry, fishing and hunting(660)",Total,Total,Nonminority,Nonveteran,2019,448,R,1888,83405,65
Maryland,"Agriculture, forestry, fishing and hunting(660)",Classifiable,Classifiable,Classifiable,Classifiable,2019,462,R,1909,85338,63.9
Maryland,"Agriculture, forestry, fishing and hunting(660)",Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Total,Total,2019,30,R,698,43849,28
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Total,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Total,Total,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Total,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,Total,Total,2019,21,O,262,12715,40
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Non-Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Non-Hispanic,Total,Total,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Non-Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,White,Total,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Total,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,White,Total,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Total,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,White,Total,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Non-Hispanic,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Non-Hispanic,White,Total,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Non-Hispanic,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Nonminority,Total,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Total,Nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Nonminority,Total,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Total,Nonminority,Total,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Total,Nonveteran,2019,21,O,262,12715,40
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Total,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Total,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,Total,Nonveteran,2019,21,O,262,12715,40
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Non-Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Non-Hispanic,Total,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Non-Hispanic,Total,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,White,Nonveteran,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Female,Total,White,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,White,Nonveteran,2019,D,D,100 to 249 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Equally male/female,Total,White,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,White,Nonveteran,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Male,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Non-Hispanic,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Minority,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,"Mining, quarrying, and oil and gas extraction",Total,Total,Nonminority,Nonveteran,2019,20,O,260,12369,42
Maryland,"Mining, quarrying, and oil and gas extraction",Classifiable,Classifiable,Classifiable,Classifiable,2019,21,O,262,12715,40
Maryland,"Mining, quarrying, and oil and gas extraction",Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Total,Total,Total,Total,2019,64,W,11019,1436425,5.3
Maryland,Utilities,Female,Total,Total,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Total,Total,Total,2019,31,T,681,80774,12.8
Maryland,Utilities,Equally male/female,Total,Total,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Total,Total,2019,41,T,944,109396,8.5
Maryland,Utilities,Female,Non-Hispanic,Total,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,Total,Total,2019,31,T,681,80774,12.8
Maryland,Utilities,Equally male/female,Non-Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,White,Total,2019,33,T,929,107894,11.8
Maryland,Utilities,Female,Total,White,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Total,White,Total,2019,24,T,666,79319,15.4
Maryland,Utilities,Equally male/female,Total,White,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,White,Total,2019,33,T,929,107894,11.8
Maryland,Utilities,Female,Non-Hispanic,White,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,White,Total,2019,24,T,666,79319,15.4
Maryland,Utilities,Equally male/female,Non-Hispanic,White,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Equally male/female,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Equally male/female,Total,Minority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Nonminority,Total,2019,33,T,929,107894,11.8
Maryland,Utilities,Female,Total,Nonminority,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Total,Nonminority,Total,2019,24,T,666,79319,15.4
Maryland,Utilities,Equally male/female,Total,Nonminority,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,Total,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,White,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,White,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,White,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Nonminority,Veteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Total,Nonveteran,2019,40,T,928,108700,7.7
Maryland,Utilities,Female,Total,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Total,Total,Nonveteran,2019,30,T,665,80078,14
Maryland,Utilities,Equally male/female,Total,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Total,Nonveteran,2019,40,T,928,108700,7.7
Maryland,Utilities,Female,Non-Hispanic,Total,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Non-Hispanic,Total,Nonveteran,2019,30,T,665,80078,14
Maryland,Utilities,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,White,Nonveteran,2019,32,T,913,107198,10.5
Maryland,Utilities,Female,Total,White,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Utilities,Male,Total,White,Nonveteran,2019,23,T,650,78623,16.6
Maryland,Utilities,Equally male/female,Total,White,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,White,Nonveteran,2019,32,T,913,107198,10.5
Maryland,Utilities,Total,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Black or African American,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Male,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Equally male/female,Total,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Non-Hispanic,Asian,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Minority,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Utilities,Total,Total,Nonminority,Nonveteran,2019,32,T,913,107198,10.5
Maryland,Utilities,Classifiable,Classifiable,Classifiable,Classifiable,2019,41,T,944,109396,8.5
Maryland,Utilities,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,24,W,10076,1327029,6.5
Maryland,Construction,Total,Total,Total,Total,2019,14705,W,186555,11757476,6.3
Maryland,Construction,Female,Total,Total,Total,2019,1745,U,16160,869305,16.2
Maryland,Construction,Male,Total,Total,Total,2019,11056,W,127034,7788845,8.5
Maryland,Construction,Equally male/female,Total,Total,Total,2019,1705,U,7794,418666,19.9
Maryland,Construction,Total,Hispanic,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Female,Hispanic,Total,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Construction,Male,Hispanic,Total,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Equally male/female,Hispanic,Total,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Construction,Male,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Construction,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,2019,S,S,20 to 99 employees,S,S
Maryland,Construction,Total,Non-Hispanic,Total,Total,2019,13567,W,147060,8885116,6.1
Maryland,Construction,Female,Non-Hispanic,Total,Total,2019,1622,U,16010,863163,19.4
Maryland,Construction,Male,Non-Hispanic,Total,Total,2019,10283,W,123289,7606942,7.8
Maryland,Construction,Equally male/female,Non-Hispanic,Total,Total,2019,1662,U,7761,415011,20.5
Maryland,Construction,Total,Total,White,Total,2019,13160,W,143926,8725441,6
Maryland,Construction,Female,Total,White,Total,2019,1560,U,14448,771991,17
Maryland,Construction,Male,Total,White,Total,2019,10020,W,121987,7544690,8
Maryland,Construction,Equally male/female,Total,White,Total,2019,1580,U,7491,408760,17.4
Maryland,Construction,Total,Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Female,Hispanic,White,Total,2019,D,D,100 to 249 employees,D,D
Maryland,Construction,Male,Hispanic,White,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Equally male/female,Hispanic,White,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Total,Equally Hispanic/non-Hispanic,White,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Construction,Male,Equally Hispanic/non-Hispanic,White,Total,2019,S,S,250 to 499 employees,S,S
Maryland,Construction,Equally male/female,Equally Hispanic/non-Hispanic,White,Total,2019,S,S,20 to 99 employees,S,S
Maryland,Construction,Total,Non-Hispanic,White,Total,2019,12224,W,139998,8534131,5.4
Maryland,Construction,Female,Non-Hispanic,White,Total,2019,1439,U,14298,766230,19.4
Maryland,Construction,Male,Non-Hispanic,White,Total,2019,9248,W,118242,7362796,7.6
Maryland,Construction,Equally male/female,Non-Hispanic,White,Total,2019,1537,U,7458,405105,17.8
Maryland,Construction,Total,Total,Black or African American,Total,2019,902,T,3883,191382,28.4
Maryland,Construction,Female,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Male,Total,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Equally male/female,Total,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Total,Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Female,Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Male,Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Total,Non-Hispanic,Black or African American,Total,2019,900,T,3883,190992,28.5
Maryland,Construction,Female,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Male,Non-Hispanic,Black or African American,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Equally male/female,Non-Hispanic,Black or African American,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Total,Total,American Indian and Alaska Native,Total,2019,38,R,464,35434,105.4
Maryland,Construction,Female,Total,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Male,Total,American Indian and Alaska Native,Total,2019,36,R,455,34927,104.2
Maryland,Construction,Total,Non-Hispanic,American Indian and Alaska Native,Total,2019,38,R,464,35434,105.4
Maryland,Construction,Female,Non-Hispanic,American Indian and Alaska Native,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Male,Non-Hispanic,American Indian and Alaska Native,Total,2019,36,R,455,34927,104.2
Maryland,Construction,Total,Total,Asian,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Female,Total,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Male,Total,Asian,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Equally male/female,Total,Asian,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Construction,Total,Non-Hispanic,Asian,Total,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Construction,Female,Non-Hispanic,Asian,Total,2019,D,D,0 to 19 employees,D,D
Maryland,Construction,Male,Non-Hispanic,Asian,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Construction,Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,250 to 499 employees,D,D
